"","Nome d'arte","Nome","Sesso","Attivit‡","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso"
"262",NA,"Braghieri, Corinna","F","Autrice unica, disegni","IT","GN","Kleiner Flug",""
"263",NA,"Braglia, Elisa","F","Colori ","IT","P","The Walt Disney Company",""
"264",NA,"Brancati, Valentina","F","Disegni","FR","GN","…ditions Paquet","Scuola internazionale di Comics - Roma"
"265",NA,"Brancato, Sergio","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)"
"266",NA,"Brandi, Jacopo","M","Disegni","IT","P","Astorina",""
"267",NA,"Brandi, Luca","M","Autore unico","IT","GN","Hollow Press",""
"268",NA,"Brignola, Cristiano","M","Sceneggiatura","IT","GN","Noise Press",""
"269",NA,"Brindisi, Bruno","M","Disegni","IT","P","Sergio Bonelli Editore",""
"270",NA,"Brisly, Diala","F","Disegni","IT","GN","Round Robin",""
"271",NA,"Broccardo, Andrea","M","Disegni, chine","IT, USA","P","Marvel Comics, Panini Comics, Sergio Bonelli Editore",""
"272",NA,"Brolli, Daniele","M","Sceneggiatura","IT","P, GN","Oblomov Edizioni, Sergio Bonelli Editore, Star Comics",""
"273",NA,"Brualdi, Guido","M","Autore unico","IT","GN","MalEdizioni",""
"274",NA,"Brucini, Fabio","M","Disegni","IT","GN","BeccoGiallo",""
"275",NA,"Bruni, Eleonora","F","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",""
"276",NA,"Bruno, Andrea","M","Autore unico","IT","GN","Canicola Edizioni, Coconino Press","Accademia di Belle Arti di Bologna (Corso fumetto e illustrazione)"
"277",NA,"Bruno, Pietrantonio","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore",""
"278",NA,"Bruno, Toni","M","Autore unico","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","IED - Istituto Europeo di Disegni (Roma)"
"279",NA,"Brusco, Giulia","F","Colori ","IT","P","Sergio Bonelli Editore",""
"280",NA,"Bruttomesso, Michele","M","Autore unico, disegni","IT","GN","Edizioni Zanetti, Il Battello a Vapore",""
"281",NA,"Bruzzo, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore",""
"282",NA,"Bucci, Marco B.","M","Disegni","IT, FR, USA","P ","…ditions Soleil, Image Comics, Panini Comics",""
"283",NA,"Buffa, Alessandro","M","Disegni","IT","GN","Edizioni NPE",""
"284",NA,"Buffagni, Cesare","M","Disegni","IT","P, GN","Kleiner Flug, Sergio Bonelli Editore",""
"285",NA,"Buffagni, Matteo","M","Disegni","IT","P","Astorina",""
"286",NA,"Buffolo, Alessia","F","Disegni","FR","GN","…ditions Clair de Lune, Kennes",""
"287",NA,"Bufi, Ennio","M","Disegni","IT","P, GN","Bao Publishing, ReNoir Comics, Sergio Bonelli Editore",""
"288",NA,"BuganÈ, Lucrezia","F","Disegni","IT","GN","Lavieri Edizioni",""
"289",NA,"Bugi˘, Alberto","M","Colori","IT, USA","P","Editoriale Cosmo, Sergio Bonelli Editore, Titan Comics","Scuola internazionale di Comics - Reggio Emilia"
"290",NA,"Bulgheroni, Luca","M","Colori","IT, FR","P, GN","Astorina, …ditions Glenat",""
"291",NA,"Buratti, Federico","M","Sceneggiatura","IT","P","The Walt Disney Company",""
"292",NA,"Burattini, Mureno","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",""
"293",NA,"Burchielli, Riccardo","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",""
"294",NA,"Burzo, Valeria","F","Disegni","IT","GN","Edizioni INKiostro",""
"295",NA,"Buscaglia, Alfio","M","Disegni","IT, FR","P, GN","…ditions Glenat, ReNoir Comics, Sergio Bonelli Editore",""
"296",NA,"Buscicchio, Alberto","M","Disegni","IT","P","Sergio Bonelli Editore",""
"297",NA,"Bussacchini, Angelo","M","Disegni, colori","IT, FR","GN","Albin Michel, BD, Casterman, Vents d'Ouest","Scuola internazionale di Comics - Brescia"
"298",NA,"Bussola, Matteo","M","Disegni","IT","P","Sergio Bonelli Editore",""
"299",NA,"Busticchi, Fabrizio","M","Disegni","IT","P","Sergio Bonelli Editore",""
"300",NA,"ButticË, Federico","M","Disegni","IT","P","Editoriale Cosmo","Scuola internazionale di Comics - Torino"
"301",NA,"Buttolo, Gianluca","M","Autore unico","IT","GN","ReNoir Comics",""
"302",NA,"Cabella, Sergio","M","Autore unico, sceneggiatura, disegni","IT","P, GN","Shockdom, The Walt Disney Company","Scuola internazionale di Comics - Genova, Scuola di fumetto (Associazione scuola di fumetto - varie sedi)"
"303",NA,"Caccia, Massimo","M","Colori ","IT","GN","BD",""
"304",NA,"Cacciatore, Livio","M","Disegni","IT","P","The Walt Disney Company",""
"305",NA,"Cacciatore, Michela","F","Disegni","IT, FR","P, GN","Aurea Editoriale, …ditions Soleil, Editoriale Aurea, The Walt Disney Company",""
"306",NA,"Cadelo, Silvio","M","Autore unico, disegni","IT","GN","Les Humanoides Associes",""
"307",NA,"Cadonici, Letizia","F","Disegni","IT","P","Star Comics",""
"308",NA,"Cafaro, Giuseppe","M","Disegni","USA","P","BOOM! Studios, DC Comics, Urban Comics",""
"309",NA,"Cainfalla, Cristian","M","Disegni","FR","GN","…ditions Dupuis",""
"310",NA,"Caizzi, Francesca","F","Sceneggiatura","IT","GN","Edizioni INKiostro","Scuola di fumetto INKiostro (Foggia)"
"311",NA,"Cajelli, Diego","M","Sceneggiatura","IT","P, GN","Astorina, BD, Sergio Bonelli Editore",""
"317",NA,"Cal‡¨, Davide","M","Sceneggiatura","IT, FR","GN","Diabolo Edizioni, Kramiek, Sarbacane",""
"312",NA,"Calabria, Dario","M","Colori ","IT","P","Sergio Bonelli Editore",""
"313",NA,"Calcaterra, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore",""
"314",NA,"Calderone, Carmelo","M","Autore unico","IT","GN","Lavieri Edizioni",""
"315",NA,"Calderone, Quirino","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","La scuola del fumetto (Cosenza)"
"316",NA,"Calegari, Renzo","M","Disegni","IT","P","Sergio Bonelli Editore",""
"318",NA,"Calia, Claudio","M","Autore unico","IT","GN","BeccoGiallo, Linus",""
"319",NA,"Califano, Silvia","F","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore",""
"320",NA,"Callerami, Salvatore","M","Autore unico, disegni","IT","GN","BeccoGiallo, Shockdom",""
"321",NA,"Calore, Alessandro","M","Disegni","FR","GN","…ditions Delcourt",""
"322",NA,"Caluri, Daniele","M","Disegni","IT","P, GN","Feltrinelli Editore, Sergio Bonelli Editore",""
"323",NA,"Calza, Lorenzo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",""
"324",NA,"Camagni, Giulio","M","Disegni","IT","P","Sergio Bonelli Editore",""
"325",NA,"Camagni, Jacopo","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",""
"326",NA,"Camarda, Larry","M","Disegni","IT","P","Baldini e Castoldi, Little Nemo",""
"327",NA,"Camardella, Alessio","M","Disegni","FR","GN","…ditions Glenat",""
"328",NA,"Cambi, Valentina","F","Sceneggiatura","IT","P","The Walt Disney Company",""
"329",NA,"Camboni, Silvio","M","Disegni","IT","P","The Walt Disney Company",""
"330",NA,"Camelli, Laura ""La Came""","F","Disegni","FR","GN","Sarbacane",""
"331",NA,"Camerini, Lorenzo","M","Sceneggiatura","IT","P","The Walt Disney Company",""
"332",NA,"Camerini, Valentina","F","Sceneggiatura","IT","P","The Walt Disney Company",""
"333",NA,"Cammarata, Nino","M","Autore unico, disegni, colori","IT","GN","Edizioni NPE",""
"334",NA,"Cammardella, Alessio","M","Disegni","FR","GN","…ditions Glenat","Scuola internazionale di Comics - Napoli"
"335",NA,"Cammello, Pablo","M","Autore unico","IT","GN","Coconino Press, Shockdom",""
"336",NA,"Camoriano, Paola","F","Autrice unica","IT","GN","TunuÈ",""
"337",NA,"Campagna, Dario","M","Autore unico","IT","GN","BeccoGiallo",""
"338",NA,"Campana, Paolo ""Ottokin""","M","Autore unico","IT","GN","TunuÈ",""
"339",NA,"Campanella, Andrea","M","Sceneggiatura","IT","GN","TunuÈ",""
"340",NA,"Campanini, Tommaso","M","Disegni","USA","P","FreakTown Comics, Sugar Skull Media","The Sign - Comics & Arts Academy (Firenze)"
"341",NA,"Campi, Thomas","M","Autore unico, disegni","IT, FR","GN","Bao Publishing, Coconino Press, …ditions Delcourt, …ditions Dupuis, …ditions le Lombard",""
"342",NA,"Campinoti, Paolo","M","Disegni","IT, FR","P, GN","…ditions Jungle, The Walt Disney Company",""
"343",NA,"Campo, Antonio","M","Disegni, colori","FR, USA","P, GN","IDW Publishing, Les Humanoides Associes","Scuola del fumetto (Milano)"
"344",NA,"Camuncoli, Giuseppe","M","Disegni","IT, USA","P, GN","Arnoldo Mondadori Editore, DC Comics, Marvel Comics, Mondadori, Panini Comics","Scuola internazionale di Comics - Firenze/Reggio Emilia"
"345",NA,"Candita, Giuseppe","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore",""
"346",NA,"Canepa, Barbara","F","Disegni, colori","IT, FR","GN","Bao Publishing, …ditions Soleil, The Walt Disney Company, TunuÈ",""
"347",NA,"Caneschi, Theo","M","Disegni","FR","GN","Dargaud, …ditions Delcourt",""
"348",NA,"Canfailla, Cristian","M","Disegni","IT, FR","GN","…ditions Dupuis, SaldaPress",""
"349",NA,"Cangialosi, Ciro","M","Disegni, colori","IT","P, GN","Shockdom, The Walt Disney Company","Scuola internazionale di Comics - Torino"
"986","Kanjano","Cangiano, Giuliano","M","Autore unico, disegno, colori","IT","P, GN","Altrinformazione, BD, BeccoGiallo, Panini Comics, Salani, The Walt Disney Company",""
"350",NA,"Cannatella, Paola","F","Autrice unica, disegni","IT","GN","BeccoGiallo, Rizzoli Lizard, TunuÈ",""
"351",NA,"Cannucciari, Bruno","M","Disegni","IT","P, GN","Sergio Bonelli Editore, TunuÈ","SRF - Scuola Romana dei Fumetti"
"352",NA,"Canottiere, Lorena","F","Autrice unica","IT, FR","GN","Coconino Press, Diabolo Edizioni, Ici MÍme, Oblomov Edizioni",""
"353",NA,"Cantone, Leonardo","M","Sceneggiatura","IT","GN","Shockdom",""
"354",NA,"Capitan Artiglio","M","Autore unico","IT","GN","Bao Publishing",""
"355",NA,"Capoano, Giuseppe","M","Disegni","IT","GN","BeccoGiallo",""
"356",NA,"Capolupo, Angela","F","Colori ","IT","P","The Walt Disney Company",""
"549","Dado","Caporali, Davide","M","Autore unico, disegni","IT","GN","Shockdom",""
"357",NA,"Capovilla, Simona","F","Disegni","IT","GN","Libreria Geografica",""
"358",NA,"Cappelli, Caterina","F","Autrice unica, disegni","IT","GN","Il Battello a Vapore",""
"359",NA,"Cappiello, Ivan","M","Colori ","IT","GN","Edizioni NPE",""
"360",NA,"Caracuzzo, Flavia","F","Colori","FR","GN","…ditions Soleil",""
"361",NA,"Caracuzzo, Giancarlo","M","Disegni","IT, FR, USA","P ","Bugs Comics, …ditions Delcourt, IDW Publishing, Marvel Comics, Sergio Bonelli Editore",""
"362",NA,"Carbone, Jolie","F","Disegni","IT","GN","Shockdom",""
"363",NA,"Cardella, Ester","M","Disegni","IT","GN","Edizioni INKiostro",""
"364",NA,"Cardinali, Gaia","F","Autrice unica, colori","IT, USA","P, GN","Dark Horse Comics, TunuÈ",""
"365",NA,"Cardinali, Vanessa","F","Autrice unica","IT","GN","Bao Publishing","Scuola internazionale di Comics - Pescara"
"366",NA,"Cardona, Vinci","M","Autore unico","IT","GN","BD",""
"367",NA,"Cardone, Andrea","M","Disegni","IT","GN","TunuÈ",""
"368",NA,"Cardoselli, Stefano","M","Sceneggiatura","IT","GN","Cut Up Publishing",""
"1353","Oscarito","Carenzi, Andrea","M","Disegni","IT","P, GN","Panini Comics, Star Comics",""
"369",NA,"Caretta, Fernando","M","Disegni","IT","P","Sergio Bonelli Editore",""
"370",NA,"Caretta, Stefania","F","Disegni","IT","P","Astorina",""
"371",NA,"Carit‡, Francesca","F","Disegni","IT","GN","TunuÈ",""
"372",NA,"Carlini Eleonora","F","Disegni","FR, USA","P, GN","AfterShock Comics, Akileos, BOOM! Studios, DC Comics, Titan Comics, Urban Comics",""
"373",NA,"Carlomagno, French","M","Disegni","IT","GN","Bao Publishing",""
"374",NA,"Carminati, Michele","M","Autore unico","IT","GN","It Comics",""
"375",NA,"Carnevale, Enrico","M","Disegni","IT","GN","Edizioni INKiostro",""
"376",NA,"Carnevale, Massimo","M","Disegni","IT","P, GN","BD, Sergio Bonelli Editore",""
"377",NA,"Carnevali, Adriano","M","Autore unico","IT","GN","Sbam! Comics",""
"378",NA,"Carotenuto, Francesca","F","Colori ","IT","P","Sergio Bonelli Editore",""
"379",NA,"Carotenuto, Marta","F","Sceneggiatura","IT","GN","Edizioni INKiostro",""
"380",NA,"Carpinteri, Giorgio","M","Autore unico","IT","GN","Oblomov Edizioni",""
"381",NA,"Carratello, Veronica ‚ÄúVeci‚Äù","F","Autrice unica","IT","GN","Bao Publishing, Edizioni NPE",""
"382",NA,"Carrat˘, Vincenzo","M","Disegni","IT","GN","Cut Up Publishing",""
"383",NA,"Carreri, Stefano","M","Disegni","IT","GN","Libreria Geografica",""
"384",NA,"Carriero, Marcello","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",""
"385",NA,"Carta, Giorgio","M","Disegni","IT","GN","Kleiner Flug",""
"386",NA,"Caruso, Antonia","F","Sceneggiatura","IT","GN","Feltrinelli Editore",""
"387",NA,"Casagrande, Elena","F","Disegni, chine","IT, FR, USA","P ","BOOM! Studios, Bugs Comics, DC Comics, IDW Publishing, Image Comics, Marvel Comics, Panini Comics, Titan Comics","SRF - Scuola Romana dei Fumetti"
"388",NA,"Casalanguida, Luca","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Sergio Bonelli Editore",""
"389",NA,"Casale, Dennis","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",""
"390",NA,"Casali, Matteo","M","Sceneggiatura","IT, USA","P, GN","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Firenze/Reggio Emilia"
"391",NA,"Cascioli, Andrea","M","Disegni","IT","P","Sergio Bonelli Editore",""
"392",NA,"Caselli, Marco","M","Disegni","IT","GN","TunuÈ",""
"393",NA,"Caselli, Stefano","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics","SRF - Scuola Romana dei Fumetti"
"394",NA,"Casertano, Giampiero","M","Disegni","IT","P, GN","ReNoir Comics, Sergio Bonelli Editore",""
"395",NA,"Casetti, Giorgia","F","Disegni","FR","GN","Guymic",""
"396",NA,"Casini, Stefano","M","Disegni","IT, FR","P, GN","Editions Mosquito, Mosquito, Sergio Bonelli Editore, TunuÈ",""
"397",NA,"Cassaro Bros. (Gaspare e Gaetano)","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company",""
"398",NA,"Castaldi, Paolo","M","Autore unico","IT","GN","BeccoGiallo, Feltrinelli Editore","Scuola superiore d'arte applicata (Milano), Scuola Mohole (Milano)"
"405","Casty","Castellan, Andrea","M","Sceneggiatura, disegni, colori","IT","P","The Walt Disney Company",""
"399",NA,"Castellani, Renata","F","Disegni","IT, FR","P, GN","…ditions le Lombard, The Walt Disney Company",""
"400",NA,"Castelli, Alfredo","M","Sceneggiatura","IT","P","Astorina, COMICON Edizioni, Sergio Bonelli Editore, The Walt Disney Company",""
"401",NA,"Castelli, Francesco","M","Disegni, chine ","IT, FR","GN","Arnoldo Mondadori Editore, …ditions Paquet, Mondadori, Shockdom, Tatai Lab",""
"402",NA,"Castellini, Claudio","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore",""
"403",NA,"Castelluccio, Davide","M","Disegni","IT","GN","BeccoGiallo, ReNoir Comics",""
"404",NA,"Castiello, Marco","M","Disegni","FR, USA","P, GN","DC Comics, …ditions Delcourt, Marvel Comics","Scuola italiana di Comix (Napoli)"
"406",NA,"Catacchio, Onofrio","M","Autore unico, disegni","IT","P, GN","Centauria, Sergio Bonelli Editore","Accademia di Belle Arti di Bologna (Corso fumetto e illustrazione)"
"407",NA,"Catalano, Monica","F","Disegni","IT, FR","P, GN","…ditions Clair de Lune, The Walt Disney Company",""
"408",NA,"Catellani, Emilio","M","Disegni","IT","P","The Walt Disney Company",""
"409",NA,"Catenacci, Davide","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",""
"410",NA,"Catone, Marianna","F","Autrice unica","IT","GN","Shockdom",""
"411",NA,"Cattaneo, Paolo","M","Autore unico","IT","GN","Canicola Edizioni, Rizzoli Lizard","Scuola internazionale di Comics - Milano"
"412",NA,"Cattani, Francesco","M","Autore unico, Disegni, Chine","IT","P, GN","Canicola Edizioni, Coconino Press, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia, Corso di fumetto - Arena del Fumetto (Bologna)"
"413",NA,"Cavaletto, Andrea","M","Sceneggiatura","IT","P, GN","Bugs Comics, Edizioni INKiostro, Sergio Bonelli Editore","Scuola Holden"
"414",NA,"Cavallini, Linda","F","Disegni","IT","GN","Panini Comics",""
"415",NA,"Cavatton, Elia","M","Disegni","IT","GN","Shockdom",""
"416",NA,"Cavazzano, Giorgio","M","Disegni","IT","P","The Walt Disney Company",""
"417",NA,"Cavenago, Gigi","M","Disegni, colori","IT","P","Sergio Bonelli Editore",""
"418",NA,"Cavezzali, Massimo","M","Autore unico","IT","GN","Cut Up Publishing",""
"419",NA,"Cavini, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore",""
"420",NA,"Cecchetti, Riccardo","M","Disegni","IT","GN","BeccoGiallo",""
"200","Bigio","Cecchi, Luigi","M","Autore unico","IT","GN","Shockdom",""
"421",NA,"Ceccoli, Nicoletta","F","Autrice unica","FR","GN","…ditions Soleil",""
"1067","LRNZ","Ceccotti, Lorenzo","M","Autore unico","IT","GN","Bao Publishing, Coconino Press","SRF - Scuola Romana dei Fumetti"
"422",NA,"Ceci, Francesca","F","Sceneggiatura","IT","GN","TunuÈ",""
"423",NA,"Cedeno, NiccolÚ","M","Disegni","IT","GN","TunuÈ",""
"424",NA,"Ceglia, Luciano","M","Autore unico","IT","GN","Hazard Edizioni",""
"425",NA,"Celestini, Oscar","M","Colori ","IT","P","Sergio Bonelli Editore, The Walt Disney Company",""
"1612","Ritardo","Cellino, Giulia","F","Autrice unica","IT","GN","Feltrinelli Editore",""
"426",NA,"Celoni, Fabio","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company",""
"427",NA,"Cenni, Filippo","M","Disegni","FR","GN","…ditions Glenat",""
"428",NA,"Centoducati, Salvatore","M","Autore unico","IT","GN","Hazard Edizioni",""
"429",NA,"Centomo, Erika","F","Sceneggiatura","IT","P, GN","The Walt Disney Company, Tridimensional SRL, TunuÈ",""
"430",NA,"Centomo, Katja","F","Sceneggiatura","IT, FR","P, GN","Les Humanoides Associes, The Walt Disney Company, TunuÈ",""
"431",NA,"Cerchi, Daria","F","Colori ","IT, FR, USA","P ","…ditions Soleil, Image Comics, Sergio Bonelli Editore","Scuola del fumetto (Milano)"
"432",NA,"Cercignano, Anna","F","Autrice unica, disegni","IT","GN","BeccoGiallo",""
"433",NA,"Ceregatti, Ludovica","F","Disegni","IT","GN","Noise Press, Shockdom",""
"434",NA,"Cerri, Mara","F","Autrice unica","IT","GN","Coconino Press",""
"435",NA,"Cerveglieri, Pierluigi","M","Disegni","IT, FR","P, GN","Astorina, …ditions Clair de Lune, The Walt Disney Company",""
"436",NA,"Cesarello, Davide","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",""
"437",NA,"Cesaro, Giuseppe","M","Sceneggiatura ","IT","GN","Round Robin",""
"438",NA,"Cestaro, Gianluca","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)"
"439",NA,"Cestaro, Raul","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)"
"440",NA,"Checcaglini, Claudia ""Chec""","F","Colori ","FR","GN","…ditions Delcourt",""
"441",NA,"Checchetto, Marco","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics",""
"442",NA,"Chella, Andrea","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)"
"443",NA,"Chemello, Federico","M","Sceneggiatura","IT, FR","GN","…ditions Clair de Lune, Noise Press, Shockdom",""
"444",NA,"Chendi, Walter","M","Autore unico","IT","GN","TunuÈ",""
"445",NA,"Chiabotti, Virginia","F","Colori ","IT","P","Sergio Bonelli Editore",""
"1518","Prenzy","Chiappara, Francesco","M","Autore unico, disegni","IT","P, GN","Bugs Comics, Editoriale Cosmo, Shockdom",""
"446",NA,"Chiarolla, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore",""
"447",NA,"Chiaverotti, Claudio","M","Sceneggiatura","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore",""
"448",NA,"Chiavini, Lorenzo","M","Autore unico","FR","GN","Futuropolis",""
"450",NA,"Chiereghin, Riccardo","M","Disegni","IT","P","ReNoir Comics, Sergio Bonelli Editore",""
"451",NA,"Chimisso, Igor","M","Disegni","IT, FR","P, GN","…ditions Delcourt, The Walt Disney Company","Scuola del fumetto (Milano)"
"452",NA,"Chiocca, Ilaria","F","Sceneggiatura, disegni, colori","IT, USA","GN","Scout Comics, Shockdom",""
"453","Chiole","Chiolerio, Simone","M","Autore unico","IT","GN","Feltrinelli Editore",""
"454",NA,"Chiumento, Flavio","M","Colori ","IT","P","Sergio Bonelli Editore",""
"455",NA,"Chiumento, Francesco","M","Colori ","IT","P","Sergio Bonelli Editore",""
"456",NA,"Ciammitti, Anna","F","Disegni","IT","GN","BeccoGiallo",""
"84","Ausonia","Ciampi, Francesco","M","Autore unico","IT","P, GN","001 Edizioni, Coconino Press, Sergio Bonelli Editore",""
"457",NA,"Ciancarini, Veronica","F","Autrice unica","IT","GN","BD",""
"458",NA,"CicarË, Mauro","M","Disegni","IT","GN","Edizioni NPE",""
"459",NA,"Cicciarelli, Claudio","M","Sceneggiatura","IT","GN","Shockdom",""
"460",NA,"Cicognola, Luca","M","Disegni","IT","GN","Noise Press",""
